id,kaz_text,kaz_url,kaz_domain,kaz_topic,kaz_has_image,kaz_has_hyperlink,kaz_split,rus_text,rus_url,rus_domain,rus_topic,rus_has_image,rus_has_hyperlink,rus_split,eng_text,eng_url,eng_domain,eng_topic,eng_has_image,eng_has_hyperlink,eng_split,cmn_text,cmn_url,cmn_domain,cmn_topic,cmn_has_image,cmn_has_hyperlink,cmn_split
27,"Шамамен 2,3 миллиард доллар қазына-мүлігі бар Баттен 2008 жылғы 400 ең бай американдықтардың тізімінде 190-шы орынды иеленді.",https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,wikinews,Television,no,yes,dev,"Баттен занял 190-е место в списке 400 богатейших американцев в 2008 году, его состояние оценивалось в 2,3 миллиарда долларов США.",https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,wikinews,Television,no,yes,dev,Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,wikinews,Television,no,yes,dev,巴滕位列 2008 年全美最富有 400 人榜单第 190 位，预计其财富达到约 23 亿美元。,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,wikinews,Television,no,yes,dev
28,"Ол 1950 жылы Вирджиния университетінің Өнер және ғылым колледжін бітіріп, осы мекеменің маңызды доноры болды.",https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,wikinews,Television,no,yes,dev,Он окончил колледж искусств и наук Виргинского университета в 1950 году и был важным спонсором этого учреждения.,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,wikinews,Television,no,yes,dev,He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,wikinews,Television,no,yes,dev,他在 1950 年毕业于弗吉尼亚大学艺术与科学学院，并且是该校的重要捐赠者。,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,wikinews,Television,no,yes,dev
29,Ирактың Абу-Грейб түрмесі тәртіпсіздіктер уақытында өртелді.,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,wikinews,crime,yes,yes,dev,Иракская тюрьма Абу-Грейб была подожжена во время бунта.,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,wikinews,crime,yes,yes,dev,Iraq's Abu Ghraib prison has been set alight during a riot.,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,wikinews,crime,yes,yes,dev,伊拉克的阿布格莱布监狱在一次暴乱中着火。,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,wikinews,crime,yes,yes,dev
30,Түрме американдық әскерлер билікті басып алғаннан кейін тұтқындарға жасалған қиянат анықталғаннан кейін жаман атаққа ие болды.,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,wikinews,crime,yes,yes,dev,"Тюрьма получила скандальную известность после раскрытия издевательств над заключенными, происходивших в ней, когда она перешла под контроль американских военных.",https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,wikinews,crime,yes,yes,dev,The jail became notorious after prisoner abuse was discovered there after US forces took over.,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,wikinews,crime,yes,yes,dev,美军接管后，该监狱发现了虐囚事件，自此变得声名狼藉。,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,wikinews,crime,yes,yes,dev
31,"2008 жылы Сингапурдағы гран-приде Пике-кіші Фернандо Алонсоға ерте питстопқа тоқтағаннан кейін бірден апатқа ұшырады, одан кейін қауіпсіздік көлігі келді.",https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,"Пике-младший попал в аварию на Гран-при Сингапура в 2008 году сразу после раннего пит-стопа Фернандо Алонсо, после чего пришлось задействовать машину безопасности.",https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,"Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.",https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,在 2008 年新加坡大奖赛上，费尔南多·阿隆索提前进站后，小皮奎特发生撞车，迫使安全车出场。,https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev
32,"Алдағы көліктер қауіпсіздік көлігінен кейін жүріп жанармай құятын кезде, ол жеңіске жету үшін жылдамдықты арттырды.",https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,"Когда машины впереди Алонсо отправились за топливом под машину безопасности, он двинулся вверх, чтобы взять победу.",https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,"As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.",https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,当位于阿隆索前面的赛车在安全车的引领下进行加油时，他趁机抢先，最终赢得了胜利。,https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev
33,Пике кіші 2009 жылғы венгриялық гран приден кейін жұмыстан шығарылды.,https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,Пике-младший не был допущен к гонкам после Гран-при Венгрии 2009 года.,https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.,https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev,小皮奎特在 2009 年匈牙利大奖赛之后被解雇。,https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation,wikinews,crime,no,yes,dev
34,"Таңертеңгі дәл 08:46 уақытында, бүкіл қалада тыныштық орнап, бірінші реактивті ұшақтың нысанаға тиген уақытын белгіледі.",https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,"Ровно в 08:46 весь город замер, обозначив тот самый момент, когда первый самолёт ударил по цели.",https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,"At exactly 8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.",https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,正值上午 8 点 46 分，整座城市陷入了寂静，标示了第一架飞机撞上目标的确切时间。,https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev
35,Екі жарық сәулесі түні бойы аспанға бағытталып тұратындай тұрғызылды.,https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,"Были установлены два источника света, лучи от которых были направлены в ночное небо.",https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,Two beams of light have been rigged up to point skywards overnight.,https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,两束光被临时造出，彻夜指向天空。,https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev
36,Мұнда ортасында транспорттық орталығы мен ескерткіш саяжайы бар бес жаңа көп қабатты ғимарат салынуда.,https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,На этом месте ведется стройка пяти новых небоскрёбов с транспортным центром и мемориальным парком посередине.,https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,"Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.",https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev,该地点正在建设五座新摩天大楼，中间有一个交通中心和纪念公园。,https://en.wikinews.org/wiki/September_11_attacks_remembered_in_US,wikinews,accident,no,no,dev
37,PBS шоуы жиырма төрттен астам Эмми жүлдесін алған. Бұл көрсеткіш тек Sesame Street және Mister Roger's Neighborhood шоуларынан ғана азырақ.,https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,wikinews,television,no,yes,dev,"У этого сериала PBS более двух дюжин наград ""Эмми"", и по продолжительности он уступает только ""Улице Сезам"" и ""Окрестностям дома мистера Роджерса"".",https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,wikinews,television,no,yes,dev,"The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood.",https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,wikinews,television,no,yes,dev,PBS 电视台的这个节目荣获二十多项艾美奖，其播出历史仅次于《芝麻街》和《罗杰斯先生的左邻右舍》。,https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,wikinews,television,no,yes,dev
